======================================================================
TOP FEATURES BY CLUSTER RELEVANCE
Dataset: calcite-sm-only
Algorithm: DBSCAN
Samples: 19751, Features: 2859
======================================================================

Rank   Feature                                               Relevance
429    SM_enum_tcd_coefficient_of_variation                   5.236592
430    SM_method_nl_sum                                       5.232643
431    SM_enum_ccl_max                                        5.226132
432    SM_class_nos_sum                                       5.224926
433    SM_method_nos_sum                                      5.224331
434    SM_interface_tng_sum                                   5.218731
435    SM_class_pua_sum                                       5.216572
436    SM_method_tcd_sum                                      5.216439
437    SM_file_lloc                                           5.215754
438    SM_enum_lcom5_shannon_entropy                          5.212083
439    SM_enum_rfc_generalized_entropy                        5.210015
440    SM_class_nle_sum                                       5.209439
441    SM_enum_tnpm_atkinson                                  5.207653
442    SM_enum_tnlpm_atkinson                                 5.207653
443    SM_enum_npm_atkinson                                   5.207653
444    SM_enum_nlpm_atkinson                                  5.207653
445    SM_enum_nl_shannon_entropy                             5.207162
446    SM_enum_nle_shannon_entropy                            5.207162
447    SM_interface_cbo_sum                                   5.205406
448    SM_interface_nop_shannon_entropy                       5.204222
449    SM_enum_loc_theil                                      5.203438
450    SM_enum_tnlpa_coefficient_of_variation                 5.203379
451    SM_enum_tnpa_coefficient_of_variation                  5.203379
452    SM_method_cd_sum                                       5.202524
453    SM_enum_ad_shannon_entropy                             5.201537
454    SM_enum_tloc_theil                                     5.198324
455    SM_enum_wmc_stdev                                      5.198216
456    SM_enum_na_coefficient_of_variation                    5.194507
457    SM_enum_nla_coefficient_of_variation                   5.194507
458    SM_enum_npm_hoover                                     5.194382
459    SM_enum_nlpm_hoover                                    5.194382
460    SM_enum_tnlpm_hoover                                   5.194382
461    SM_enum_tnpm_hoover                                    5.194382
462    SM_enum_tnpa_hoover                                    5.193226
463    SM_enum_tnlpa_hoover                                   5.193226
464    SM_enum_cd_stdev                                       5.189386
465    SM_annotation_loc_sum                                  5.189094
466    SM_annotation_tloc_sum                                 5.189094
467    SM_enum_tcd_hoover                                     5.188424
468    SM_enum_nla_hoover                                     5.188180
469    SM_enum_na_hoover                                      5.188180
470    SM_enum_tng_generalized_entropy                        5.177073
471    SM_enum_tnlg_generalized_entropy                       5.177073
472    SM_enum_pua_shannon_entropy                            5.174937
473    SM_enum_lcom5_atkinson                                 5.170293
474    SM_enum_ng_shannon_entropy                             5.168569
475    SM_enum_nlg_shannon_entropy                            5.168569
476    SM_enum_cbo_shannon_entropy                            5.166409
477    SM_enum_lcom5_coefficient_of_variation                 5.163540
478    SM_class_tna_max                                       5.162922
479    SM_enum_wmc_sum                                        5.161940
480    SM_enum_tnla_coefficient_of_variation                  5.156723
481    SM_enum_tna_coefficient_of_variation                   5.156723
482    SM_enum_lcom5_hoover                                   5.156097
483    SM_method_tlloc_sum                                    5.154026
484    SM_method_tnos_sum                                     5.153452
485    SM_enum_tna_hoover                                     5.151772
486    SM_enum_tnla_hoover                                    5.151772
487    SM_enum_nl_coefficient_of_variation                    5.148266
488    SM_enum_nle_coefficient_of_variation                   5.148266
489    SM_enum_tnlg_theil                                     5.146377
490    SM_enum_tng_theil                                      5.146377
491    SM_enum_tcd_stdev                                      5.141344
492    SM_method_cc_min                                       5.138339
493    SM_interface_cd_sum                                    5.138211
494    SM_interface_tcd_sum                                   5.136947
495    SM_class_nla_sum                                       5.136473
